20,52,18.625,46.375,61.375,28.875,68.375,17.75,47.75,38.0
21,52,19.0,46.125,62.25,28.75,69.75,18.375,47.375,38.75
21,53,19.125,46.375,63.0,29.125,70.5,18.875,48.25,40.25
21,53,20.0,46.875,63.25,28.75,70.0,18.625,48.0,39.625
21,52,19.875,46.75,63.5,28.375,69.875,18.125,48.5,40.625
21,52,19.25,46.375,63.25,27.625,69.5,18.125,49.125,40.375
21,52,19.375,45.75,63.375,27.5,69.625,18.375,49.5,40.25
21,52,19.25,46.875,63.5,28.125,70.625,18.625,49.875,40.75
20,52,19.625,46.75,63.25,29.25,70.625,18.375,49.0,40.375
20,52,19.5,46.875,62.875,29.5,70.25,18.125,47.75,40.25
20,53,19.5,47.0,63.0,30.375,70.125,18.0,48.375,39.5
20,53,19.375,47.0,63.25,30.125,69.75,18.25,48.625,39.0
21,54,19.25,46.75,63.25,30.25,68.75,18.875,48.625,39.25
21,54,19.5,46.375,63.75,30.5,68.75,18.875,49.5,40.0
21,53,19.875,46.25,63.125,30.0,68.0,18.75,50.125,39.625
21,53,19.25,45.0,62.5,29.875,67.0,18.875,50.25,38.875
21,53,19.25,45.875,62.0,30.25,67.125,19.0,50.0,39.875
21,53,19.875,45.625,62.125,30.0,67.5,19.375,50.625,40.75
21,54,20.625,45.625,62.375,29.75,67.375,19.75,50.75,40.75
21,55,21.125,46.625,62.75,29.875,68.125,20.0,51.5,42.0
21,55,23.125,47.25,63.625,30.125,69.75,20.125,52.125,42.125
22,57,25.0,48.125,63.75,31.0,69.625,20.0,53.0,42.25
21,58,25.125,47.75,63.125,30.625,69.125,20.125,52.25,41.75
21,58,23.875,47.875,63.625,31.625,69.125,21.5,51.0,41.875
21,57,23.625,47.75,63.625,31.375,69.375,20.875,51.0,42.25
20,56,22.875,47.25,63.75,30.25,68.75,20.125,50.5,40.625
20,54,22.625,46.25,62.375,29.75,67.625,19.625,50.375,40.0
20,55,24.0,45.375,61.625,29.875,66.375,20.125,49.5,40.0
20,54,24.375,44.75,61.875,30.0,66.5,20.0,50.25,40.125
20,53,23.375,44.0,61.5,30.0,66.25,19.875,50.0,39.5
20,53,23.25,44.5,61.75,29.875,66.5,19.75,49.25,39.0
19,52,23.125,44.125,61.875,29.375,65.25,19.25,48.75,38.375
20,52,23.125,45.0,62.625,29.625,65.875,19.875,48.5,38.5
21,54,24.0,45.875,64.25,31.5,65.625,19.75,48.75,39.375
20,54,23.75,45.5,64.625,30.875,65.875,19.875,48.5,40.5
21,55,23.625,45.75,64.875,30.75,66.125,20.25,48.625,41.125
21,54,23.875,45.5,65.625,30.75,67.375,20.0,48.5,40.875
21,54,23.875,45.25,65.375,31.125,67.875,19.875,48.125,40.875
21,54,23.5,45.25,65.75,30.0,68.625,20.0,48.125,41.5
20,54,22.0,43.75,63.875,28.5,66.5,18.125,45.25,39.875
20,53,22.0,42.875,64.25,28.375,66.625,18.375,45.125,39.125
20,53,21.875,42.625,64.25,28.0,66.25,18.125,44.75,39.125
20,53,21.75,42.75,64.0,27.75,66.375,18.125,44.25,38.75
20,53,21.5,42.625,63.75,27.375,65.375,18.5,44.25,38.125
20,53,21.25,42.625,63.875,27.75,65.75,18.125,44.25,38.375
20,54,21.75,43.125,64.0,28.625,66.125,19.125,44.375,38.875
20,54,21.625,43.5,64.25,28.625,66.5,19.0,44.0,39.25
20,54,21.625,43.125,64.625,28.875,66.375,18.875,43.125,39.625
20,54,21.875,42.875,64.75,28.375,66.25,18.875,43.5,40.125
21,54,21.5,42.625,64.125,28.25,66.375,18.75,43.0,39.375
21,54,21.0,42.5,63.875,28.75,66.75,18.25,43.25,38.875
21,55,21.125,43.25,64.125,29.0,67.0,18.25,44.0,39.375
22,56,21.375,43.75,64.25,29.25,67.75,18.375,44.375,39.75
21,55,21.125,44.0,64.25,29.375,66.875,18.375,44.25,39.25
21,55,20.625,43.125,63.875,29.625,67.0,18.125,43.5,38.25
21,55,20.75,43.25,62.75,28.875,66.75,18.625,43.0,38.25
21,55,20.625,43.625,62.875,28.625,66.625,18.75,42.25,38.375
21,55,20.5,43.75,64.125,28.875,66.75,18.625,43.125,38.5
21,54,20.375,43.375,63.75,28.25,65.5,18.5,43.0,37.25
21,53,20.125,42.625,63.625,28.25,65.625,18.125,43.0,37.5
22,54,20.375,42.5,63.0,28.625,66.125,18.25,44.25,38.375
22,55,20.625,43.0,63.125,29.25,66.0,18.625,44.5,37.625
22,54,20.375,42.5,62.5,28.375,65.25,18.5,44.625,36.75
22,53,19.75,42.375,62.0,28.25,63.875,18.25,44.5,36.0
21,53,19.625,41.75,61.75,28.875,63.25,18.5,44.5,36.375
22,54,19.875,41.875,61.5,29.125,62.875,18.5,44.75,37.25
23,53,19.625,41.625,60.25,29.0,62.75,18.0,44.75,37.375
23,53,19.875,42.375,60.625,28.875,63.25,18.5,44.875,38.125
23,53,19.875,41.875,60.5,28.625,62.5,18.75,45.0,36.625
23,53,20.25,40.75,60.125,29.0,61.75,18.75,45.25,36.625
23,53,19.875,40.0,59.5,28.75,61.5,18.625,45.0,36.0
24,54,19.875,41.0,59.5,29.5,62.5,19.25,46.0,37.5
24,53,20.0,43.0,59.75,29.375,62.0,19.375,47.0,38.0
24,52,20.0,42.375,59.625,29.0,63.125,19.375,46.625,38.0
24,52,19.75,41.875,60.375,28.875,63.75,19.5,46.75,38.75
24,53,20.625,41.625,60.875,29.375,64.125,19.75,46.5,38.0
24,52,20.75,41.25,61.0,29.0,63.625,19.25,45.875,38.25
24,54,20.75,42.875,61.5,29.75,64.75,19.5,47.75,38.75
24,54,20.5,42.875,61.25,29.625,64.75,19.75,47.875,39.875
24,54,20.625,43.625,61.875,29.375,64.75,20.0,47.25,38.875
24,54,21.125,43.875,62.25,29.5,64.875,20.25,46.25,38.75
25,55,21.125,44.75,63.25,29.875,65.75,20.875,47.25,39.875
25,55,21.25,45.0,63.5,30.25,66.5,21.125,47.375,39.75
24,55,20.75,45.0,62.75,29.625,65.625,20.125,47.875,38.875
24,55,21.125,45.125,62.75,29.375,65.875,21.0,48.5,39.125
24,54,21.5,44.25,62.375,29.125,65.5,20.375,47.625,38.375
24,54,22.375,44.25,62.875,29.25,64.625,21.25,48.25,39.25
25,54,23.0,45.125,64.0,29.5,65.25,21.5,48.75,39.75
25,53,23.125,44.5,64.0,29.125,65.5,21.375,48.875,39.375
25,53,22.75,44.25,64.125,28.875,65.875,21.25,49.0,38.75
25,53,22.375,43.25,63.5,28.75,65.125,20.75,48.0,38.375
25,53,22.5,43.75,63.875,29.125,65.625,20.75,48.125,38.5
25,52,21.625,44.0,64.0,29.0,65.625,20.375,47.5,38.25
26,53,21.75,44.75,64.125,29.875,66.0,21.125,49.0,38.5
26,53,22.625,43.75,64.25,29.375,66.0,21.25,48.0,38.625
26,52,23.0,43.5,64.875,30.25,66.5,21.75,47.875,38.375
26,52,22.25,43.125,64.375,30.125,65.625,21.25,46.375,38.5
26,52,22.5,43.875,64.625,29.875,65.375,20.875,46.0,38.125
26,53,22.5,43.875,64.375,30.0,65.125,20.875,46.375,37.625
26,53,22.75,44.125,64.25,30.375,65.125,21.0,47.5,37.25
26,52,22.375,43.25,64.0,31.0,64.75,20.625,47.875,36.875
26,53,22.5,43.875,64.5,31.5,65.375,21.125,48.625,37.125
26,53,22.625,43.625,65.0,32.25,66.0,21.125,48.75,38.125
26,53,22.5,43.5,65.375,31.625,66.125,21.5,49.0,37.5
25,53,22.25,43.125,65.0,31.5,66.375,21.25,47.25,38.125
25,53,22.125,42.625,64.75,31.0,65.625,21.125,46.375,37.375
25,53,22.125,43.25,65.125,30.625,66.625,21.5,46.75,37.5
25,53,21.75,42.75,64.625,30.625,65.75,21.0,46.125,37.0
25,53,21.25,41.25,63.75,30.125,65.25,20.25,45.0,36.5
25,53,21.5,41.375,64.25,30.5,65.25,20.5,45.5,36.75
26,53,21.0,41.5,64.125,30.375,65.625,20.375,45.25,37.0
25,52,21.0,40.75,64.25,30.375,65.75,19.875,45.25,36.75
26,52,21.125,41.25,64.875,30.875,66.25,20.875,45.5,37.0
26,52,22.125,41.25,66.125,31.25,66.5,21.875,47.125,37.5
27,53,21.75,41.0,65.75,31.125,67.5,21.625,47.5,37.375
27,53,21.75,41.125,65.375,31.0,67.5,21.5,46.75,38.125
27,52,21.25,41.0,65.625,31.125,67.75,20.875,46.25,38.0
27,52,21.375,41.375,65.125,31.0,67.5,20.875,45.625,37.625
27,52,21.5,41.75,65.0,30.875,66.75,20.875,45.375,38.25
26,51,21.5,40.875,64.875,30.5,68.0,20.75,44.625,37.625
27,51,21.25,39.375,63.875,30.0,67.125,20.125,44.0,36.875
26,50,20.5,39.0,63.125,29.875,65.375,19.75,43.125,36.5
26,51,20.75,39.25,63.125,30.25,65.0,19.75,43.125,36.125
26,50,20.75,40.375,63.0,30.0,65.625,19.875,42.75,36.375
26,49,20.75,40.0,62.625,29.625,64.75,19.625,41.0,36.375
26,49,21.5,39.0,63.0,29.625,64.25,19.75,41.75,36.25
26,50,21.75,39.0,62.75,29.625,65.125,19.875,41.75,36.25
26,49,21.875,38.875,64.0,29.625,64.75,20.0,41.5,36.0
25,49,21.75,39.125,64.5,30.0,64.125,19.5,41.125,35.75
25,49,21.25,39.0,63.875,29.875,63.5,19.625,40.75,35.125
25,49,21.125,38.75,63.0,29.5,63.75,19.75,41.0,35.0
26,49,21.5,39.125,62.25,29.75,64.75,19.875,41.75,35.375
26,49,21.25,39.25,63.0,29.5,64.5,19.875,42.125,35.25
26,49,21.125,39.375,62.625,29.25,64.875,19.875,42.125,35.375
26,49,21.375,39.625,62.5,29.625,65.5,20.125,42.75,36.375
26,49,22.5,39.5,62.875,29.5,65.75,20.125,42.0,36.625
26,49,22.25,39.0,62.0,29.875,66.0,20.375,42.25,36.75
25,49,21.875,39.125,61.0,29.5,64.5,19.875,42.25,36.25
26,51,22.125,40.0,62.875,30.0,65.25,20.875,42.125,36.75
26,51,22.125,40.125,64.0,30.0,65.875,21.0,41.875,36.625
26,51,22.125,40.625,64.0,29.875,66.375,20.875,41.625,36.5
26,51,22.125,40.625,64.375,29.875,66.875,21.0,42.125,35.75
26,51,22.0,40.25,63.75,30.375,67.375,20.75,42.75,36.5
27,51,22.0,40.375,63.875,30.25,69.0,20.625,42.75,37.125
27,51,22.125,40.625,64.125,30.25,68.75,20.375,42.75,37.75
27,51,22.125,41.0,64.875,30.375,68.75,20.25,43.75,37.875
27,51,22.0,40.625,64.625,30.25,68.5,20.0,43.5,37.5
27,51,21.875,40.625,65.25,30.25,69.625,21.125,43.875,38.375
27,50,21.875,40.625,64.625,30.0,70.5,21.0,43.375,37.875
27,50,21.875,40.375,64.75,30.625,70.125,21.375,43.625,38.375
27,50,21.75,40.625,65.0,30.25,70.0,21.375,43.75,38.375
26,50,21.625,40.5,65.875,30.375,69.375,21.375,43.875,39.25
27,50,21.0,40.875,66.375,30.375,69.5,21.625,44.25,38.875
27,50,21.25,41.0,66.875,30.375,69.625,21.625,44.25,39.375
27,50,21.75,41.5,67.0,30.25,69.375,21.75,44.25,39.625
27,50,21.5,41.875,67.75,30.25,69.625,21.875,44.25,39.625
28,50,21.625,42.125,69.0,30.875,70.375,21.75,44.375,40.125
28,50,21.625,42.875,69.625,30.875,71.5,22.25,44.625,39.875
28,50,21.5,42.5,70.125,31.625,71.375,22.375,46.0,40.0
28,50,21.75,41.625,71.375,31.5,71.5,21.875,45.75,41.0
28,50,22.25,42.0,72.0,31.625,71.625,22.0,46.375,41.25
28,50,22.75,42.125,72.25,31.5,72.25,21.875,46.5,41.375
29,50,22.875,42.75,74.0,32.625,73.75,22.625,47.625,41.875
29,51,22.625,43.125,74.5,32.625,73.5,23.0,46.75,41.875
29,51,22.75,43.0,74.0,33.125,73.25,22.5,46.5,41.5
28,50,22.375,42.125,73.0,32.875,73.0,21.875,45.625,40.375
28,50,22.375,42.625,73.25,32.875,72.875,21.875,45.875,40.75
28,50,22.25,42.75,73.25,32.875,72.25,21.5,45.875,40.875
29,51,22.875,42.75,72.5,32.75,72.125,21.75,47.0,41.5
29,51,22.625,43.0,74.5,32.875,72.75,22.0,45.25,41.75
29,51,22.25,42.25,75.375,32.75,71.875,21.0,45.0,41.5
30,51,22.25,43.375,77.375,33.125,73.875,22.25,45.75,42.25
29,53,22.5,44.0,77.875,33.25,73.25,22.5,46.0,42.125
29,52,22.375,43.0,77.875,32.875,72.875,21.75,45.0,42.25
29,52,22.25,43.75,77.0,33.0,73.0,21.625,45.125,42.25
29,52,22.125,43.875,75.75,33.125,73.0,21.375,44.75,42.125
28,52,22.75,43.75,75.0,33.125,72.25,20.375,44.125,41.125
28,52,22.625,44.125,75.75,33.375,72.5,21.0,44.0,41.5
28,53,23.25,44.375,76.375,34.375,72.0,21.75,44.0,41.625
28,54,23.625,44.375,77.25,35.0,71.625,22.0,44.875,41.625
28,54,23.0,43.625,78.375,35.25,72.125,21.625,44.25,41.875
28,54,23.125,43.625,79.0,35.125,72.125,21.625,44.0,41.25
28,53,22.75,43.375,78.5,34.625,71.0,21.25,43.0,41.0
28,52,22.5,42.875,78.125,34.5,70.5,20.625,42.25,40.875
28,52,22.375,43.125,78.0,35.0,70.375,20.875,43.0,40.625
28,52,21.375,43.375,77.75,35.125,69.625,19.875,42.75,40.375
28,52,21.375,43.375,77.75,34.875,70.0,20.125,42.5,39.875
27,51,20.75,42.5,76.5,33.0,68.0,18.875,40.75,39.125
27,51,20.75,42.375,76.5,32.75,68.5,19.625,41.125,38.5
27,51,21.0,41.875,76.75,33.125,68.75,19.5,41.25,38.875
27,50,20.25,41.625,76.0,32.75,68.25,18.875,41.25,38.375
27,49,20.125,41.375,76.5,32.5,68.75,19.25,41.625,38.625
27,50,20.375,41.375,75.75,32.75,69.375,19.625,41.75,39.375
27,50,20.625,41.5,76.125,32.875,69.125,19.875,42.375,39.0
27,50,21.0,41.75,75.875,33.0,69.5,19.75,42.125,39.75
27,50,21.125,41.75,76.0,32.75,69.375,19.875,41.375,39.875
27,50,20.875,40.75,75.75,31.875,69.25,19.375,41.25,39.25
27,50,20.5,41.625,75.375,32.25,69.25,19.625,41.75,39.625
27,50,20.5,41.5,75.375,32.5,71.5,19.875,42.125,40.125
27,50,21.0,41.875,76.875,32.5,70.875,20.5,42.25,40.125
27,49,21.125,42.125,77.25,31.875,70.25,20.375,42.25,39.875
27,49,21.0,41.75,77.375,31.75,70.5,20.25,41.625,39.625
28,50,21.25,42.0,77.875,31.875,70.25,20.75,42.0,40.0
28,50,21.25,41.875,78.0,31.625,70.75,21.0,42.75,40.625
28,50,21.125,40.625,77.375,30.75,71.625,21.125,43.0,40.625
27,50,20.75,40.0,76.625,29.0,71.0,20.75,42.875,39.875
27,50,20.75,39.875,76.5,29.125,71.0,20.5,42.125,40.0
27,50,20.875,39.875,76.875,28.5,71.0,20.625,42.0,40.625
27,50,20.5,40.125,76.75,28.875,71.0,21.125,41.5,40.25
27,50,20.625,40.25,76.5,28.75,70.75,21.0,41.875,40.0
27,51,20.25,39.75,76.625,28.25,70.375,20.875,42.625,40.25
27,51,20.375,40.0,76.25,28.5,70.125,20.875,43.75,41.0
27,50,20.125,40.375,76.0,27.25,69.75,21.5,43.375,41.125
26,50,19.875,40.0,76.125,26.5,69.625,21.5,42.25,40.625
26,50,19.375,39.75,74.75,25.75,69.875,21.0,41.625,40.625
26,50,19.5,39.5,75.0,25.625,68.875,20.625,41.0,40.5
26,50,19.5,39.75,74.875,25.5,68.375,21.125,41.375,40.125
26,50,19.375,40.0,74.5,25.75,68.375,21.0,41.125,40.375
26,50,19.625,40.0,75.125,26.25,68.0,21.625,41.25,40.75
27,50,20.0,40.5,75.375,27.0,68.0,22.0,41.75,41.375
26,50,19.75,40.5,75.25,27.75,67.0,21.75,41.625,41.125
26,50,19.625,39.625,75.25,27.75,66.75,21.875,41.5,40.125
26,50,20.125,40.25,76.75,28.0,67.5,22.0,42.25,41.0
26,50,20.125,40.75,77.125,27.875,67.375,21.625,42.25,41.25
27,50,20.125,40.875,77.375,28.25,67.75,21.625,42.375,41.5
26,52,19.875,40.875,77.625,28.25,67.0,20.875,43.0,41.25
26,51,20.125,40.5,78.0,28.125,66.375,21.125,42.0,41.125
26,51,20.0,40.5,78.875,28.375,66.375,21.375,42.5,41.25
27,50,19.75,40.75,79.5,28.125,67.125,21.75,42.25,41.5
27,50,19.75,40.625,79.375,27.125,67.5,21.875,42.5,41.75
27,51,19.875,40.375,80.0,26.625,67.125,21.625,41.75,41.375
26,51,19.875,40.0,79.75,26.5,67.0,22.0,42.375,41.25
27,51,20.0,40.0,81.0,26.375,67.25,21.875,42.5,42.0
27,51,20.0,40.375,82.5,26.25,66.875,21.75,42.75,42.75
26,50,20.125,40.25,82.25,26.5,67.125,21.625,42.5,43.875
26,50,19.875,40.125,82.375,26.125,66.875,21.25,42.875,43.625
26,50,20.125,40.625,83.5,26.75,67.5,21.75,43.625,43.875
27,50,20.0,41.125,84.0,26.25,68.75,21.5,44.0,44.125
28,49,19.875,42.25,84.625,26.125,70.25,21.625,44.0,44.125
28,50,20.0,42.625,86.0,26.5,70.5,21.625,44.125,44.875
27,51,20.125,42.5,85.625,26.75,70.5,21.625,44.375,45.25
28,51,20.25,42.25,86.375,26.625,71.5,22.0,44.5,44.125
28,50,20.375,42.25,86.875,27.0,71.75,22.125,44.375,44.125
28,51,20.5,42.0,86.75,27.375,71.0,22.125,44.375,44.25
28,50,20.125,41.75,87.0,27.75,71.25,22.0,44.625,44.75
28,51,19.875,42.125,88.125,27.875,71.125,22.5,45.125,45.0
28,51,20.125,43.625,89.0,28.0,71.25,22.875,45.875,44.25
28,51,20.25,44.375,91.25,27.75,71.125,22.25,44.75,45.25
27,50,20.0,44.125,90.0,27.5,70.75,21.75,45.5,45.625
27,50,20.0,43.25,88.875,27.0,69.875,22.0,45.0,44.75
27,50,20.125,43.375,88.75,27.375,68.75,22.0,45.25,43.5
27,49,20.0,43.875,89.0,27.375,68.25,21.75,45.125,43.875
27,49,20.0,43.875,89.125,26.875,68.375,22.0,45.0,44.25
27,50,20.125,43.75,89.625,27.375,68.5,22.0,44.875,44.375
27,50,20.0,44.125,90.25,28.125,68.375,22.25,45.625,44.5
28,50,20.0,43.75,89.75,27.625,68.0,22.375,45.375,44.625
27,50,20.0,43.0,88.375,27.5,67.75,21.625,45.125,44.25
27,50,20.0,43.0,88.625,27.75,67.375,21.375,45.25,44.125
27,50,20.0,42.0,86.75,27.5,66.625,21.0,44.875,43.375
27,50,20.125,42.375,86.375,27.75,66.5,21.125,44.375,42.75
27,50,20.25,43.125,87.375,28.0,67.25,21.5,44.75,43.75
27,50,20.5,42.625,87.375,28.0,66.25,21.25,44.5,43.5
28,50,20.625,43.375,88.5,28.375,66.75,22.0,44.75,43.875
28,50,20.75,44.25,88.75,28.5,68.0,22.125,45.0,43.75
29,50,21.625,43.875,90.0,29.25,69.375,22.875,45.375,44.5
29,50,21.375,43.875,89.75,29.125,68.625,22.25,45.25,44.875
28,53,21.5,44.125,89.5,29.625,68.25,22.0,45.125,45.375
28,52,21.625,44.625,89.75,29.375,68.0,21.875,44.75,44.875
29,52,21.5,44.875,90.0,29.0,67.875,21.625,44.625,44.375
29,53,21.75,45.75,90.75,29.0,68.0,22.125,45.125,45.0
29,53,21.625,45.5,91.25,28.5,68.0,21.875,44.875,44.875
30,53,21.75,45.875,92.25,28.0,68.625,22.0,44.875,45.0
30,54,22.125,45.875,92.625,28.125,69.0,22.5,45.25,45.25
30,53,21.5,44.875,89.375,27.5,67.5,22.25,44.125,44.5
29,53,21.5,45.0,89.5,27.125,66.75,21.5,44.0,43.75
29,53,21.625,45.125,90.375,27.25,66.125,21.5,43.75,43.625
29,53,21.875,45.375,90.75,27.5,66.125,21.5,43.5,43.5
28,53,22.0,45.125,90.875,27.0,66.0,21.125,42.75,43.0
28,53,21.875,45.0,90.375,26.75,66.375,21.0,43.375,43.5
29,54,21.75,45.375,90.25,26.75,66.875,21.0,43.75,44.25
29,53,22.0,45.0,91.125,27.125,67.0,20.875,44.0,44.5
30,53,22.375,45.625,92.5,27.0,67.375,22.0,44.125,45.0
30,54,22.0,45.5,91.875,27.5,68.625,22.25,44.5,45.5
30,54,21.875,45.25,91.625,27.625,69.0,22.0,45.125,46.5
30,53,21.375,44.625,91.875,27.25,69.0,22.0,45.125,46.5
30,53,21.25,45.0,91.625,27.625,67.875,21.75,44.875,46.625
30,53,20.875,45.0,91.75,27.5,67.75,21.375,44.75,46.375
30,53,21.125,45.0,91.125,28.0,67.875,21.875,44.5,46.5
30,54,20.75,45.125,91.25,28.125,67.875,21.625,44.125,46.375
31,54,21.0,45.125,91.375,28.5,67.75,21.5,44.375,46.75
31,55,21.375,45.125,92.5,27.75,67.625,21.875,44.75,46.5
30,54,21.0,44.75,92.5,27.375,67.0,21.5,44.375,45.75
31,55,21.375,45.625,92.0,27.75,67.625,22.0,45.25,46.375
31,55,21.25,45.75,93.0,27.5,67.375,21.875,45.0,46.125
32,56,21.25,46.375,94.125,27.625,68.0,22.0,44.875,47.375
32,56,20.875,46.375,93.875,26.875,68.625,22.0,45.0,47.625
32,56,21.0,46.125,93.75,27.125,68.875,22.125,44.875,48.375
32,56,21.25,45.5,88.125,27.375,68.625,22.5,45.125,48.625
32,56,20.75,45.75,85.125,27.375,68.75,22.125,45.25,48.25
32,56,20.625,45.25,85.875,26.75,69.0,22.0,45.25,48.125
32,56,20.25,45.25,84.125,26.625,69.375,21.875,45.25,48.875
33,56,20.625,45.875,84.375,26.75,69.875,21.75,45.125,52.375
33,55,20.5,45.25,84.75,26.875,69.875,22.125,44.875,52.0
34,56,20.625,45.25,84.5,27.125,69.625,22.125,44.75,51.375
34,56,20.75,45.125,83.5,26.75,69.875,22.0,44.125,51.5
34,56,20.625,45.0,82.0,26.75,70.0,22.25,44.25,51.0
34,56,20.5,44.875,80.625,26.625,69.625,22.0,44.75,50.5
34,56,20.625,44.0,80.375,26.75,70.125,22.0,44.75,50.625
33,57,20.375,43.75,78.75,26.25,68.875,21.875,43.875,50.0
33,56,20.625,43.875,78.75,26.375,68.375,21.875,43.25,50.25
33,56,20.75,43.5,78.625,26.25,68.375,21.875,42.875,50.0
34,56,20.625,43.625,79.125,26.25,68.375,21.875,42.875,50.375
35,56,20.875,44.125,79.375,26.375,68.875,22.125,43.5,51.625
36,56,20.875,45.125,78.875,26.25,69.25,22.25,44.0,52.5
36,56,20.875,45.625,78.625,26.125,69.625,22.25,43.75,51.5
35,57,21.0,45.875,78.75,26.875,70.125,22.0,44.0,51.75
35,57,21.125,46.125,78.875,26.125,70.75,22.0,44.25,51.625
35,57,21.25,46.0,79.0,26.125,71.125,22.125,45.0,51.5
35,57,21.375,46.5,78.75,26.0,71.375,22.375,45.625,51.625
35,57,21.5,45.875,78.625,25.875,71.125,22.125,45.75,51.5
35,58,21.875,46.0,80.125,25.875,71.75,22.25,46.25,51.375
35,58,22.0,45.625,80.5,25.875,71.625,22.375,45.75,51.25
35,58,22.375,46.0,80.25,25.375,71.75,22.375,45.875,51.625
36,57,22.0,45.5,79.5,25.125,71.375,22.25,44.75,51.25
35,57,22.25,45.5,79.625,24.75,71.25,22.375,45.5,51.375
35,57,22.5,45.25,79.75,25.0,71.25,22.375,45.0,51.25
35,58,22.375,45.125,79.375,25.375,71.375,22.0,46.0,51.125
33,57,22.0,44.875,78.875,25.25,72.0,21.875,45.125,50.0
34,57,21.75,45.0,78.75,24.625,72.5,22.0,44.875,50.0
34,57,21.875,45.0,78.75,25.125,72.5,22.0,45.125,50.375
34,58,21.75,44.875,78.375,25.625,73.5,22.125,45.375,51.0
33,58,21.75,44.875,79.0,25.5,73.375,22.125,45.25,50.875
34,57,21.875,44.875,79.0,26.0,73.125,22.25,45.5,50.625
34,57,21.5,44.875,79.0,25.625,73.375,22.25,45.5,50.25
34,57,21.75,45.375,79.375,26.375,74.5,22.375,45.5,50.875
33,56,21.5,44.875,79.0,26.375,73.0,22.25,45.375,50.875
33,57,21.625,45.375,78.875,26.625,73.125,22.125,45.25,50.875
33,57,21.5,45.5,79.125,26.5,73.125,22.25,45.125,50.75
33,57,21.375,45.5,78.625,26.5,74.25,22.125,45.125,51.375
33,57,21.875,46.25,78.5,26.25,73.5,22.25,45.0,51.25
34,57,21.75,46.875,78.125,26.5,73.75,22.5,45.125,51.125
34,57,21.75,47.75,77.375,27.125,74.0,22.75,46.125,52.375
34,57,21.5,48.125,75.625,27.0,74.625,22.375,45.25,51.625
34,58,21.375,48.125,75.5,27.25,74.625,22.5,45.0,51.75
32,58,21.25,47.75,73.25,26.0,74.125,22.5,44.875,51.125
32,57,21.0,46.75,72.875,26.0,73.5,22.125,43.875,50.0
32,58,20.5,46.375,73.625,26.125,72.625,22.0,43.0,50.25
32,58,20.5,46.25,74.75,26.125,72.75,22.0,43.75,50.375
32,58,20.375,46.375,75.25,26.375,72.75,22.125,44.75,50.375
32,58,20.5,47.25,75.5,26.125,73.875,22.0,45.75,50.625
33,59,20.625,47.875,76.25,26.0,75.875,22.0,46.375,51.25
33,59,21.0,47.75,77.25,26.25,75.875,22.25,46.375,51.5
33,59,21.125,48.0,78.125,26.375,77.0,22.0,46.375,52.625
33,60,21.5,47.75,79.25,26.625,77.0,22.125,46.125,53.5
33,59,21.625,47.625,78.75,26.0,76.625,22.125,46.875,53.0
33,60,21.875,47.75,79.625,26.5,76.875,22.375,48.0,53.375
